cargo_category,cargo_type,vessel_type,min_dwt,max_dwt,draft,loa,beam
Dry Bulk,Fertilizer,Supramax,48452,59974,10.9,202.0,33.2
Dry Bulk,Salt,Panamax,77369,94295,11.9,232.4,32.5
Liquid Bulk,Petroleum Products,LR1 Tanker,63465,66415,12.8,230.6,35.5
Liquid Bulk,Chemicals,MR Tanker,37245,57391,10.1,181.6,32.7
Liquid Bulk,Chemicals,LR1 Tanker,61009,70666,12.4,238.2,36.1
Dry Bulk,Clinker,Panamax,75351,82419,12.4,229.3,31.5
Liquid Bulk,Gasoline,LR1 Tanker,67458,67958,12.9,229.0,36.2
Liquid Bulk,Petroleum Products,Suezmax,216815,217315,15.6,287.1,47.9
Liquid Bulk,Petroleum Products,LR1 Tanker,46231,79634,12.2,229.7,34.9
Bulk Gases,Butane,LPG Carrier,63947,64447,9.9,182.3,30.3
Dry Bulk,Salt,Handysize,13543,31253,7.0,179.8,30.6
Dry Bulk,Steel Products,Capesize,170477,182550,16.1,282.3,44.8
Dry Bulk,Clinker,Panamax,79849,88597,12.2,228.0,33.8
Liquid Bulk,Vegetable Oil,Suezmax,128402,189093,15.8,269.9,49.9
Dry Bulk,Clinker,Handysize,18614,36065,8.1,171.0,30.3
Dry Bulk,Cement,Capesize,90893,182136,15.6,290.6,46.2
Dry Bulk,Grain,Panamax,66169,80067,11.9,235.5,33.4
Dry Bulk,Clinker,Supramax,44073,50223,10.1,187.1,31.1
Liquid Bulk,Petroleum Products,LR1 Tanker,74256,75262,12.3,237.7,35.6
Dry Bulk,Fertilizer,Panamax,87683,88183,12.4,229.2,30.3
Dry Bulk,Fertilizer,Handysize,26681,27181,7.7,183.0,30.9
Dry Bulk,Salt,Supramax,58905,59850,9.6,185.2,30.4
Bulk Gases,LNG,Gas Carrier,20633,30228,8.7,175.3,28.0
Liquid Bulk,Chemicals,Suezmax,181496,181996,15.2,270.8,50.3
Liquid Bulk,Crude Oil,LR1 Tanker,51640,70159,12.8,230.4,34.7
Dry Bulk,Grain,Handysize,25503,27656,7.6,181.9,30.5
Liquid Bulk,Petroleum Products,Suezmax,130245,196973,15.5,287.4,48.7
Dry Bulk,Salt,Capesize,97723,166526,17.0,295.6,42.9
Dry Bulk,Steel Products,Supramax,48905,51037,11.0,204.6,32.4
Liquid Bulk,Petroleum Products,LR1 Tanker,65687,66187,12.9,233.5,36.1
Dry Bulk,Steel Products,Handysize,32253,32753,7.5,176.2,29.6
Dry Bulk,Fertilizer,Panamax,82917,108754,12.7,243.6,32.1
Bulk Gases,Butane,Gas Carrier,8844,30750,8.1,159.9,28.3
Liquid Bulk,Chemicals,MR Tanker,44790,52869,10.6,194.2,31.6
Liquid Bulk,Vegetable Oil,Aframax,96947,109058,13.4,247.1,41.5
Dry Bulk,Grain,Handysize,27909,29162,8.5,170.0,30.3
Dry Bulk,Coal,Capesize,151227,179498,15.2,289.8,44.9
Dry Bulk,Iron Ore,Capesize,88654,176639,16.4,275.2,45.7
Liquid Bulk,Chemicals,MR Tanker,36710,52129,10.7,197.3,32.0
Bulk Gases,Ammonia,Gas Carrier,27727,37408,8.3,165.5,25.1
Liquid Bulk,Gasoline,LR1 Tanker,55766,72050,13.7,233.6,34.6
Liquid Bulk,Gasoline,LR1 Tanker,60777,67525,12.6,237.4,33.5
Dry Bulk,Iron Ore,Handysize,36795,37295,7.6,180.9,29.7
Bulk Gases,LPG,LPG Carrier,38196,56485,9.7,180.2,29.0
Dry Bulk,Steel Products,Handysize,29285,39180,7.4,176.5,30.5
Bulk Gases,Propane,Gas Carrier,28562,35138,9.7,177.0,28.0
Dry Bulk,Grain,Supramax,43445,55067,11.0,207.4,31.4
Bulk Gases,LNG,LPG Carrier,43991,44491,10.4,188.8,30.4
Dry Bulk,Salt,Capesize,150704,151204,16.3,278.5,43.8
Dry Bulk,Clinker,Supramax,48838,61101,10.4,191.9,31.5
Liquid Bulk,Diesel,Suezmax,150370,209338,15.9,272.4,48.2
Liquid Bulk,Crude Oil,Suezmax,129636,191711,16.2,270.1,48.2
Liquid Bulk,Vegetable Oil,Suezmax,131958,170129,16.1,263.4,47.0
Dry Bulk,Cement,Supramax,51856,58739,9.6,186.7,32.0
Bulk Gases,Ethylene,LNG Carrier,144458,145310,13.0,299.4,46.5
Dry Bulk,Fertilizer,Supramax,47390,56342,11.0,194.4,33.4
Bulk Gases,LNG,LNG Carrier,114981,115481,12.7,293.7,46.6
Dry Bulk,Bauxite,Handysize,22051,35759,7.2,184.3,29.4
Dry Bulk,Salt,Handysize,21262,28367,7.7,184.5,28.6
Dry Bulk,Salt,Handysize,21375,56108,7.3,182.3,30.9
Bulk Gases,Ethylene,Gas Carrier,21049,33524,8.7,174.1,28.1
Dry Bulk,Fertilizer,Panamax,75288,102278,11.9,224.2,35.1
Dry Bulk,Iron Ore,Handysize,13524,26636,7.9,166.9,29.3
Dry Bulk,Clinker,Capesize,127140,199521,16.4,302.1,45.0
Liquid Bulk,Gasoline,Aframax,92297,114576,14.5,248.3,41.6
Dry Bulk,Bauxite,Capesize,113228,181790,16.4,287.2,44.1
Dry Bulk,Cement,Supramax,53555,54055,10.7,206.2,31.6
Dry Bulk,Bauxite,Capesize,174961,195018,15.2,291.0,45.8
Bulk Gases,LPG,LNG Carrier,101612,113295,12.4,284.6,47.7
Liquid Bulk,Gasoline,Aframax,97372,120608,14.7,233.1,43.1
Dry Bulk,Clinker,Capesize,150062,150562,16.7,298.6,44.7
Liquid Bulk,Chemicals,LR1 Tanker,59206,70185,12.4,227.7,33.3
Dry Bulk,Fertilizer,Panamax,67270,96587,12.4,217.9,34.5
Dry Bulk,Salt,Supramax,47936,56785,10.7,196.4,31.3
Liquid Bulk,Petroleum Products,LR1 Tanker,55101,80206,13.3,232.5,35.4
Liquid Bulk,Fuel Oil,Aframax,69437,110659,13.8,247.5,43.0
Bulk Gases,Ethylene,LPG Carrier,37600,53379,9.7,187.0,30.3
Liquid Bulk,Fuel Oil,Aframax,94676,106081,14.8,253.9,42.5
Dry Bulk,Grain,Capesize,123855,161685,15.8,296.0,47.4
Dry Bulk,Coal,Handysize,21923,32449,8.0,178.0,30.6
Dry Bulk,Steel Products,Handysize,15840,27215,7.4,190.1,31.5
Liquid Bulk,Petroleum Products,Suezmax,144565,206964,16.7,267.3,48.9
Bulk Gases,LNG,LPG Carrier,33802,54205,11.1,176.9,29.0
Liquid Bulk,Crude Oil,LR1 Tanker,62280,68884,12.9,224.6,35.8
Dry Bulk,Bauxite,Supramax,35338,62096,11.5,198.6,33.9
Dry Bulk,Coal,Panamax,77723,101829,12.0,231.6,32.8
Liquid Bulk,Gasoline,Aframax,84497,123963,14.5,240.2,41.0
Dry Bulk,Iron Ore,Panamax,81019,87640,13.2,239.2,32.8
Bulk Gases,Ethylene,LPG Carrier,53247,54853,9.1,183.1,29.6
Dry Bulk,Grain,Supramax,50025,57214,10.7,208.4,32.6
Liquid Bulk,Crude Oil,Suezmax,152026,178086,16.2,278.1,47.1
Dry Bulk,Iron Ore,Handysize,23548,27609,7.9,187.8,28.7
Dry Bulk,Bauxite,Capesize,166128,215048,16.1,288.2,44.0
Dry Bulk,Fertilizer,Supramax,47154,54780,9.6,191.5,33.0
Liquid Bulk,Petroleum Products,LR1 Tanker,54219,67642,12.1,225.1,34.3
Dry Bulk,Steel Products,Handysize,26689,40867,7.7,182.1,31.9
Liquid Bulk,Chemicals,MR Tanker,37759,39878,10.7,182.6,31.6
Liquid Bulk,Crude Oil,MR Tanker,43102,44498,11.4,180.7,32.4
Bulk Gases,LNG,LNG Carrier,80234,165257,12.3,296.3,48.2
Dry Bulk,Salt,Capesize,174318,174818,16.0,285.9,44.7
Dry Bulk,Coal,Panamax,97952,98452,13.0,229.2,31.5
Bulk Gases,Propane,Gas Carrier,24277,29091,9.6,161.5,26.6
Dry Bulk,Bauxite,Supramax,46768,59288,11.4,199.0,33.1
Liquid Bulk,Crude Oil,MR Tanker,40638,49003,10.7,192.7,31.3
Dry Bulk,Bauxite,Capesize,110326,172592,15.3,303.9,46.1
Dry Bulk,Clinker,Supramax,49319,54592,11.2,191.8,34.5
Dry Bulk,Clinker,Handysize,14484,28802,8.0,173.8,30.4
Bulk Gases,Ethylene,Gas Carrier,24912,25880,9.5,159.3,25.2
Dry Bulk,Grain,Capesize,106279,171720,16.2,282.8,45.9
Liquid Bulk,Crude Oil,LR1 Tanker,80095,80595,13.3,222.7,35.6
Bulk Gases,Ammonia,LPG Carrier,41276,52510,9.7,180.0,31.3
Bulk Gases,LPG,LNG Carrier,58953,146299,12.8,276.2,49.2
Liquid Bulk,Chemicals,LR1 Tanker,69774,75176,12.9,230.7,34.5
Dry Bulk,Salt,Handysize,8333,30188,7.7,178.6,31.1
Liquid Bulk,Chemicals,Aframax,68990,99032,13.9,252.1,41.8
Dry Bulk,Cement,Handysize,29931,33258,7.6,182.2,30.5
Liquid Bulk,Diesel,Aframax,95169,105802,13.9,236.9,44.7
Dry Bulk,Grain,Handysize,34250,35332,7.3,185.0,28.8
Dry Bulk,Salt,Panamax,89186,95125,12.2,226.8,31.6
Bulk Gases,LNG,LNG Carrier,179939,180439,12.5,291.5,45.7
Dry Bulk,Bauxite,Supramax,38229,58057,10.9,200.9,34.0
Liquid Bulk,Crude Oil,LR1 Tanker,62748,78241,12.8,238.8,35.0
Dry Bulk,Cement,Capesize,194264,194764,15.4,281.1,44.3
Bulk Gases,LNG,LNG Carrier,91440,220445,11.7,278.6,45.8
Dry Bulk,Salt,Handysize,11355,25558,7.9,180.0,28.9
Dry Bulk,Iron Ore,Panamax,82933,107296,12.7,224.8,31.0
Dry Bulk,Salt,Handysize,24665,25827,7.2,162.9,30.5
Dry Bulk,Salt,Panamax,65669,94542,12.6,228.0,32.3
Dry Bulk,Grain,Supramax,59651,60151,10.5,184.3,31.5
Dry Bulk,Grain,Panamax,87520,88020,12.6,221.9,32.3
Liquid Bulk,Petroleum Products,LR1 Tanker,52686,65923,13.2,236.4,33.6
Dry Bulk,Iron Ore,Handysize,3619,25336,8.7,179.2,30.4
Dry Bulk,Salt,Panamax,66580,98408,11.7,234.3,31.8
Dry Bulk,Cement,Supramax,46591,54117,10.3,209.4,32.5
Liquid Bulk,Fuel Oil,Suezmax,132587,187266,16.5,275.6,48.8
Bulk Gases,Butane,Gas Carrier,27583,36169,10.0,167.0,29.6
Dry Bulk,Iron Ore,Supramax,48814,53824,10.8,193.5,32.7
Dry Bulk,Coal,Panamax,92242,92742,11.7,223.3,31.8
Dry Bulk,Salt,Handysize,30440,36831,7.7,179.3,29.8
Dry Bulk,Coal,Handysize,29656,31451,6.0,172.2,31.2
Liquid Bulk,Chemicals,Aframax,94216,105751,13.0,251.7,44.8
Bulk Gases,Ammonia,LPG Carrier,60443,60943,10.3,185.0,30.2
Dry Bulk,Fertilizer,Capesize,144391,144891,15.6,291.3,46.6
Liquid Bulk,Diesel,Suezmax,203265,203765,15.6,286.0,49.2
Dry Bulk,Cement,Panamax,73780,89974,12.3,225.9,30.7
Bulk Gases,Ethylene,Gas Carrier,22385,26688,8.3,164.2,27.7
Dry Bulk,Grain,Panamax,86786,90994,11.9,237.0,31.1
Liquid Bulk,Vegetable Oil,LR1 Tanker,63986,68161,13.4,223.5,32.9
Bulk Gases,Ethylene,LNG Carrier,176135,176635,12.1,293.8,45.7
Bulk Gases,Ethylene,LPG Carrier,50947,52992,10.0,177.4,27.5
Dry Bulk,Salt,Handysize,26024,36746,7.3,184.0,27.7
Dry Bulk,Cement,Panamax,83509,91379,13.5,226.7,32.3
Dry Bulk,Fertilizer,Handysize,30935,42032,6.8,194.5,28.0
Liquid Bulk,Diesel,Suezmax,160724,179625,15.5,277.9,48.3
Dry Bulk,Bauxite,Panamax,74432,87455,12.8,230.1,33.6
Liquid Bulk,Chemicals,LR1 Tanker,60212,68562,13.2,219.1,35.4
Dry Bulk,Grain,Supramax,39569,54184,10.6,207.7,31.2
Liquid Bulk,Gasoline,Suezmax,150454,183914,16.0,275.6,49.0
Liquid Bulk,Vegetable Oil,LR1 Tanker,56705,75421,13.7,218.8,34.1
Dry Bulk,Grain,Panamax,69890,95311,12.4,233.6,33.0
Dry Bulk,Salt,Capesize,112489,179809,15.6,294.4,46.7
Liquid Bulk,Chemicals,Suezmax,149889,170691,16.1,284.9,47.1
Dry Bulk,Clinker,Supramax,54851,61645,10.6,197.0,32.5
Dry Bulk,Cement,Handysize,34785,35285,7.7,186.8,29.8
Liquid Bulk,Vegetable Oil,Aframax,81146,108870,13.8,250.9,42.5
Dry Bulk,Fertilizer,Panamax,67265,97396,12.1,219.3,33.3
Bulk Gases,Ammonia,Gas Carrier,10598,44664,9.5,154.1,27.6
Liquid Bulk,Diesel,Suezmax,164228,184568,16.0,276.3,47.1
Dry Bulk,Salt,Handysize,9805,22670,7.4,172.2,29.1
Dry Bulk,Bauxite,Handysize,23174,34116,7.4,179.6,30.1
Bulk Gases,Butane,LNG Carrier,74156,183229,11.9,273.0,45.2
Dry Bulk,Clinker,Handysize,17183,33412,8.2,175.4,29.1
Liquid Bulk,Petroleum Products,LR1 Tanker,56037,61947,12.4,238.5,36.6
Liquid Bulk,Petroleum Products,LR1 Tanker,59020,73285,13.2,222.6,35.0
Dry Bulk,Clinker,Supramax,50266,58758,10.0,204.2,31.3
Liquid Bulk,Diesel,Suezmax,147864,188859,15.6,258.6,48.8
Dry Bulk,Fertilizer,Panamax,88047,88547,12.3,232.0,34.6
Dry Bulk,Steel Products,Capesize,177631,193239,16.4,279.7,44.0
Dry Bulk,Coal,Capesize,165952,174673,16.5,295.4,46.6
Dry Bulk,Iron Ore,Capesize,112206,223848,16.1,301.3,43.7
Dry Bulk,Clinker,Handysize,22918,46663,7.1,183.6,31.1
Bulk Gases,Ethylene,LNG Carrier,134574,177612,12.1,297.6,46.9
Bulk Gases,Propane,Gas Carrier,25989,32464,8.7,159.6,26.6
Dry Bulk,Clinker,Handysize,10033,24907,6.7,179.0,29.6
Liquid Bulk,Vegetable Oil,LR1 Tanker,66755,73649,12.2,232.6,34.1
Liquid Bulk,Vegetable Oil,Aframax,129310,129810,14.1,250.9,42.2
Liquid Bulk,Diesel,Suezmax,218778,219278,16.1,278.8,50.8
Dry Bulk,Cement,Handysize,32503,33003,8.9,184.2,30.0
Dry Bulk,Fertilizer,Panamax,108996,109496,12.4,233.5,33.8
Dry Bulk,Fertilizer,Panamax,75638,98338,12.5,223.2,31.7
Dry Bulk,Coal,Supramax,54448,57585,10.7,206.6,30.9
Bulk Gases,Ethylene,Gas Carrier,17896,21054,9.9,171.0,26.8
Dry Bulk,Iron Ore,Handysize,24449,31729,8.2,168.2,30.4
Bulk Gases,Ethylene,LPG Carrier,47500,48000,10.7,181.5,29.6
Liquid Bulk,Diesel,Aframax,106098,116323,13.7,249.1,44.4
Dry Bulk,Steel Products,Supramax,50472,58284,10.3,196.1,31.1
Dry Bulk,Coal,Handysize,39474,39974,8.1,184.6,30.9
Dry Bulk,Steel Products,Capesize,135353,197424,16.0,285.4,44.3
Dry Bulk,Cement,Handysize,17773,18273,7.7,179.7,30.0
Dry Bulk,Cement,Supramax,61873,62373,10.2,200.5,32.6
Dry Bulk,Clinker,Supramax,43977,51182,10.4,191.2,31.6
Liquid Bulk,Crude Oil,Suezmax,124368,201223,16.6,267.7,47.6
Dry Bulk,Bauxite,Supramax,52909,53409,10.8,201.7,31.6
Dry Bulk,Iron Ore,Supramax,51542,59796,11.2,194.9,33.2
Dry Bulk,Bauxite,Panamax,66904,85723,12.3,229.4,32.7
Dry Bulk,Clinker,Handysize,20967,28198,7.4,179.7,30.4
Dry Bulk,Cement,Panamax,93695,94195,12.6,235.6,32.6
Dry Bulk,Steel Products,Capesize,103953,179786,16.2,278.0,43.1
Dry Bulk,Iron Ore,Capesize,129058,173617,16.9,296.4,46.6
Liquid Bulk,Chemicals,LR1 Tanker,61247,67154,13.0,237.7,35.7
Dry Bulk,Cement,Capesize,151094,177246,16.9,291.2,45.4
Bulk Gases,Ammonia,LNG Carrier,162280,162780,11.7,285.7,45.9
Dry Bulk,Steel Products,Panamax,81301,89981,12.9,225.5,31.0
Bulk Gases,LPG,LNG Carrier,105644,122286,12.4,296.5,45.6
Dry Bulk,Cement,Panamax,96491,96991,13.2,229.2,31.4
Dry Bulk,Clinker,Panamax,81200,92124,13.5,232.6,32.2
Liquid Bulk,Chemicals,Suezmax,147373,204645,16.3,280.3,47.1
Dry Bulk,Salt,Supramax,48923,62576,10.5,192.7,34.4
Dry Bulk,Bauxite,Panamax,58897,85500,12.7,222.5,31.6
Dry Bulk,Salt,Handysize,32462,32962,7.7,184.2,30.3
Liquid Bulk,Chemicals,Aframax,90047,108687,13.7,240.8,41.9
Dry Bulk,Coal,Supramax,45711,58691,11.4,185.6,31.2
Dry Bulk,Cement,Panamax,68916,87309,13.1,231.2,31.6
Dry Bulk,Steel Products,Panamax,86702,112128,12.7,224.6,31.8
Dry Bulk,Salt,Panamax,80998,90242,13.0,229.3,30.5
Bulk Gases,LNG,Gas Carrier,34996,35496,9.4,173.1,29.2
Dry Bulk,Steel Products,Handysize,20217,40471,8.0,178.7,30.6
Dry Bulk,Grain,Panamax,90027,90527,13.2,229.0,32.2
Liquid Bulk,Chemicals,Suezmax,173264,187370,15.9,270.6,47.3
Dry Bulk,Bauxite,Panamax,81683,97667,12.4,230.1,31.9
Dry Bulk,Cement,Supramax,53726,54886,11.4,197.6,33.2
Dry Bulk,Iron Ore,Handysize,25611,34292,8.3,182.5,29.9
Dry Bulk,Grain,Panamax,79322,84270,12.9,236.2,31.6
Dry Bulk,Coal,Supramax,48989,50550,10.5,184.7,29.3
Liquid Bulk,Chemicals,Suezmax,165370,174157,17.0,284.7,49.0
Dry Bulk,Iron Ore,Supramax,45662,49553,10.1,200.9,33.5
Liquid Bulk,Chemicals,Aframax,99121,107001,14.6,240.9,40.6
Bulk Gases,Propane,LPG Carrier,64103,64603,10.4,179.2,29.8
Liquid Bulk,Chemicals,MR Tanker,44913,52445,10.0,189.5,34.1
Dry Bulk,Grain,Capesize,130383,170647,16.4,280.3,46.3
Bulk Gases,Butane,LNG Carrier,122427,153836,11.4,287.1,45.1
Dry Bulk,Cement,Handysize,22435,23914,7.9,181.9,30.3
Bulk Gases,Butane,Gas Carrier,24246,40304,8.6,183.6,27.4
Dry Bulk,Grain,Capesize,121094,196372,16.4,282.9,46.7
Dry Bulk,Clinker,Supramax,48325,58841,10.8,214.0,32.2
Liquid Bulk,Vegetable Oil,MR Tanker,42493,50654,10.7,185.8,32.4
Liquid Bulk,Fuel Oil,Suezmax,150109,172581,16.5,281.0,48.6
Liquid Bulk,Diesel,Suezmax,162951,195298,16.2,274.2,47.7
Dry Bulk,Grain,Supramax,39998,55183,10.3,204.3,33.2
Liquid Bulk,Diesel,Aframax,98921,110939,14.6,245.7,42.5
Dry Bulk,Cement,Supramax,54936,55436,10.5,199.3,31.8
Dry Bulk,Iron Ore,Supramax,49151,60895,10.5,198.3,30.9
Dry Bulk,Coal,Supramax,55857,57591,10.3,204.3,31.1
Dry Bulk,Bauxite,Handysize,13390,32042,8.5,170.8,29.0
Bulk Gases,Ethylene,LPG Carrier,65424,65924,11.4,178.5,30.3
Dry Bulk,Iron Ore,Supramax,50516,54290,11.1,200.7,30.2
Bulk Gases,LNG,LPG Carrier,50619,51119,10.6,191.8,30.4
Liquid Bulk,Chemicals,Aframax,91262,110551,13.4,244.8,42.4
Liquid Bulk,Petroleum Products,Aframax,104960,105460,13.3,248.8,40.5
Dry Bulk,Bauxite,Capesize,172755,173255,16.5,278.8,45.3
Dry Bulk,Grain,Handysize,32084,37340,7.8,179.8,27.3
Liquid Bulk,Chemicals,MR Tanker,26754,43421,10.4,178.0,32.4
Dry Bulk,Clinker,Handysize,22883,29139,8.5,183.6,29.9
Liquid Bulk,Petroleum Products,Aframax,87607,111758,14.8,246.6,40.8
Liquid Bulk,Gasoline,LR1 Tanker,76778,77278,13.3,207.2,37.2
Bulk Gases,LPG,Gas Carrier,25175,32892,9.0,168.2,27.2
Bulk Gases,Butane,Gas Carrier,27149,28355,10.1,154.8,28.9
Liquid Bulk,Vegetable Oil,LR1 Tanker,68163,70232,12.7,231.4,34.9
Liquid Bulk,Petroleum Products,Suezmax,154221,198199,15.0,286.5,46.3
Dry Bulk,Fertilizer,Handysize,36323,36823,8.8,189.7,29.7
Bulk Gases,Ethylene,Gas Carrier,32951,33451,9.0,171.7,27.8
Dry Bulk,Salt,Panamax,88030,88530,12.6,229.5,31.8
Dry Bulk,Clinker,Handysize,23256,43393,8.0,188.6,31.7
Liquid Bulk,Petroleum Products,MR Tanker,34003,44636,10.6,180.9,33.2
Liquid Bulk,Crude Oil,Suezmax,176257,176757,16.4,271.3,46.7
Dry Bulk,Steel Products,Capesize,152934,201644,17.3,284.2,44.6
Dry Bulk,Clinker,Handysize,24766,26341,7.4,178.0,31.3
Dry Bulk,Steel Products,Supramax,44841,51394,10.7,198.8,30.5
Dry Bulk,Clinker,Handysize,16577,25103,8.7,182.8,31.2
Bulk Gases,Butane,LPG Carrier,45126,45626,10.6,185.7,29.9
Dry Bulk,Grain,Supramax,43818,65780,10.4,190.6,32.3
Dry Bulk,Grain,Panamax,79974,88350,12.4,229.7,31.2
Liquid Bulk,Crude Oil,Aframax,91072,120393,14.8,230.4,41.3
Liquid Bulk,Fuel Oil,Suezmax,121300,179559,16.6,271.6,48.2
Dry Bulk,Coal,Handysize,18241,27110,7.4,184.8,30.3
Dry Bulk,Fertilizer,Supramax,48154,55685,10.3,209.1,33.4
Dry Bulk,Grain,Handysize,27815,32322,8.0,182.2,30.8
Dry Bulk,Clinker,Supramax,48947,60293,11.2,200.4,33.3
Liquid Bulk,Chemicals,MR Tanker,32110,49976,10.1,187.5,32.4
Dry Bulk,Iron Ore,Capesize,162174,162674,15.8,287.9,45.5
Liquid Bulk,Gasoline,Suezmax,151206,189093,15.8,267.8,48.1
Dry Bulk,Steel Products,Capesize,181227,200673,16.2,289.2,45.7
Dry Bulk,Bauxite,Supramax,52136,52636,10.8,196.7,33.7
Dry Bulk,Bauxite,Capesize,138352,162993,14.9,286.0,44.6
Dry Bulk,Coal,Panamax,62377,85158,13.2,221.8,32.4
Dry Bulk,Coal,Capesize,164481,204767,16.0,298.6,46.1
Dry Bulk,Fertilizer,Capesize,127322,171107,16.7,283.5,44.6
Dry Bulk,Bauxite,Panamax,74690,88746,12.3,227.9,32.4
Liquid Bulk,Vegetable Oil,MR Tanker,39713,42646,10.1,185.1,34.2
Bulk Gases,Propane,LNG Carrier,138886,139386,11.8,280.3,45.3
Dry Bulk,Steel Products,Capesize,147809,166165,15.1,281.6,44.9
Bulk Gases,Ammonia,LNG Carrier,113218,113718,11.9,299.4,45.4
Dry Bulk,Fertilizer,Capesize,140268,178905,16.3,297.9,46.1
Dry Bulk,Clinker,Supramax,46518,54350,9.6,190.5,34.0
Dry Bulk,Coal,Panamax,86453,93004,12.5,243.2,33.0
Dry Bulk,Grain,Supramax,47402,60506,10.6,196.7,32.9
Dry Bulk,Salt,Handysize,22914,26803,8.4,178.3,30.6
Dry Bulk,Salt,Capesize,140323,205232,16.9,284.5,47.3
Dry Bulk,Salt,Supramax,53062,53562,9.8,195.2,32.1
Liquid Bulk,Fuel Oil,Aframax,79587,98140,15.0,254.4,41.4
Liquid Bulk,Gasoline,LR1 Tanker,55281,73718,13.7,216.9,35.4
Liquid Bulk,Chemicals,MR Tanker,39553,49430,10.8,177.7,31.3
Bulk Gases,LNG,Gas Carrier,17488,34952,8.8,173.8,27.0
Liquid Bulk,Vegetable Oil,Aframax,97624,116412,14.5,234.0,41.0
Liquid Bulk,Petroleum Products,Suezmax,147363,159030,15.9,273.8,48.0
Liquid Bulk,Chemicals,Aframax,96269,104563,14.2,251.5,44.4
Dry Bulk,Iron Ore,Capesize,139735,186332,16.7,294.4,43.6
Dry Bulk,Cement,Panamax,69885,91582,13.0,229.9,32.9
Liquid Bulk,Chemicals,Suezmax,158024,191452,16.0,277.5,45.6
Liquid Bulk,Gasoline,Aframax,105406,115375,14.1,250.6,41.3
Dry Bulk,Steel Products,Handysize,16225,33170,8.3,186.2,28.4
Dry Bulk,Salt,Supramax,49063,50589,11.2,206.0,33.8
Dry Bulk,Bauxite,Panamax,82656,98949,12.0,231.1,32.1
Dry Bulk,Coal,Handysize,11098,26650,8.1,187.2,30.5
Liquid Bulk,Chemicals,LR1 Tanker,61421,73255,12.5,238.2,36.6
Bulk Gases,Ammonia,LNG Carrier,164629,165129,11.8,274.9,46.7
Dry Bulk,Steel Products,Capesize,147806,196229,17.1,302.9,44.0
Liquid Bulk,Crude Oil,LR1 Tanker,79973,80473,12.5,214.1,35.3
Dry Bulk,Coal,Capesize,160977,161477,15.8,290.1,44.0
Bulk Gases,LNG,Gas Carrier,30342,37078,8.2,176.7,28.5
Liquid Bulk,Diesel,MR Tanker,36111,47722,9.4,197.1,31.1
Bulk Gases,Propane,Gas Carrier,19160,23981,8.5,175.0,27.6
Dry Bulk,Coal,Panamax,80369,85001,12.2,236.7,31.4
Dry Bulk,Steel Products,Supramax,44237,52837,10.8,205.1,30.1
Liquid Bulk,Diesel,MR Tanker,37311,52306,10.9,177.4,33.5
Liquid Bulk,Fuel Oil,MR Tanker,27918,50417,11.6,192.1,33.0
Dry Bulk,Iron Ore,Handysize,27628,30503,7.4,179.3,31.5
Dry Bulk,Grain,Handysize,29299,29799,7.5,177.6,29.2
Liquid Bulk,Fuel Oil,Aframax,92808,103806,15.0,250.7,41.7
Dry Bulk,Iron Ore,Supramax,42670,60046,10.9,210.4,30.6
Dry Bulk,Salt,Capesize,195873,196373,15.9,291.7,45.2
Dry Bulk,Fertilizer,Panamax,88580,96571,11.2,225.2,33.9
Dry Bulk,Coal,Panamax,76808,88646,12.6,232.3,32.4
Dry Bulk,Grain,Handysize,22086,37510,8.2,180.6,28.2
Dry Bulk,Coal,Handysize,33571,34071,7.1,164.8,30.9
Dry Bulk,Coal,Capesize,125878,143136,16.5,289.0,47.5
Liquid Bulk,Vegetable Oil,Suezmax,203974,204474,16.4,286.8,47.1
Dry Bulk,Coal,Capesize,173489,194000,16.3,281.9,45.0
Dry Bulk,Cement,Supramax,52907,54941,10.7,197.7,31.8
Dry Bulk,Coal,Handysize,27220,39221,7.5,181.1,31.4
Dry Bulk,Salt,Capesize,174701,175201,15.8,295.6,43.9
Liquid Bulk,Gasoline,Suezmax,151639,179657,16.5,269.0,49.5
Liquid Bulk,Crude Oil,Suezmax,167584,207230,15.6,272.6,45.6
Liquid Bulk,Fuel Oil,Aframax,93061,116500,13.4,244.0,40.8
Liquid Bulk,Fuel Oil,MR Tanker,39129,51081,11.1,183.5,30.9
Liquid Bulk,Petroleum Products,Aframax,96603,118682,14.4,241.2,40.8
Dry Bulk,Cement,Panamax,90982,91482,13.2,236.7,30.5
Dry Bulk,Grain,Capesize,183498,202409,16.5,293.3,44.6
Dry Bulk,Coal,Supramax,48027,56526,10.4,206.2,34.2
Dry Bulk,Coal,Panamax,81040,86717,12.5,247.0,31.2
Dry Bulk,Steel Products,Capesize,181912,182412,16.2,298.8,45.0
Dry Bulk,Fertilizer,Capesize,161807,200995,16.1,286.9,45.3
Dry Bulk,Salt,Panamax,77102,87619,12.6,223.3,32.0
Dry Bulk,Coal,Panamax,78824,91831,12.8,222.0,31.3
Dry Bulk,Clinker,Supramax,53852,54352,10.7,214.3,32.4
Dry Bulk,Coal,Handysize,23475,33058,8.5,182.5,30.8
Liquid Bulk,Diesel,Aframax,99287,99787,14.1,245.5,44.7
Dry Bulk,Salt,Handysize,37529,38029,8.1,177.6,31.4
Liquid Bulk,Vegetable Oil,LR1 Tanker,64562,70940,12.2,227.4,34.7
